layer_id,id,name,fileName,color,rarity,adjustedRarity,description
"0","0","Blood River","Blood_River.png","","10","9.090909090909092","Blood river that is shown to those with a future of battle or strife"
"0","1","Blue Mist","Blue_Mist.png","","10","9.090909090909092","Soothing skies belie unknown futures"
"0","2","Blue Portal","Blue_Portal.png","","10","9.090909090909092","Blue portal that transfers users across the many Valleys of Yield and Principal"
"0","3","Clear Skies","Clear_Skies.png","","10","9.090909090909092","Clear skies signal peace and tranquility"
"0","4","Good Night","Good_Night.png","","10","9.090909090909092","A starry night full of pinpoints of distant opportunity"
"0","5","Green Mist","Green_Mist.png","","10","9.090909090909092","The skies simmer with soothing green vapors"
"0","6","Green Portal","Green_Portal.png","","10","9.090909090909092","A green portal signifies balance in all things"
"0","7","Orange Mist","Orange_Mist.png","","10","9.090909090909092","Soothing vapors expand into the vast ether of existence"
"0","8","Purple Mist","Purple_Mist.png","","10","9.090909090909092","The skies glimmer with mysterious purple vapors"
"0","9","Red Portal","Red_Portal.png","","10","9.090909090909092","A red portal signifies strife and battle"
"0","10","Warm Sunrise","Warm_Sunrise.png","","10","9.090909090909092","Sunrise across Principal Valley to signify a new light and journey"
"1","0","None","none","none","80","56.33802816901409","Those without weapons are the economic backbone of Elf society"
"1","1","Blue Bow","Blue_Bow.png","","4.7904191611976","3.3735346205616903","Markings of tradition adorn this ceremonial bow"
"1","2","Dark Bow","Dark_Bow.png","","4.7904191611976","3.3735346205616903","Dark bows draw no attention, allowing their user to slither in the night"
"1","3","Dark Longsword","Dark_Longsword.png","","3","2.112676056338028","Massive broadsword ready to fell anything in its path"
"1","4","Draconic Bow","Draconic_Bow.png","","2.3952095805988","1.6867673102808451","Draconic markings bode ill for those standing in its way"
"1","5","Draconic Lance","Draconic_Lance.png","","2","1.408450704225352","Draconic lances wielded by tribes of elves as fierce and wild as their prey"
"1","6","Draconic Staff","Draconic_Staff.png","","1","0.704225352112676","A staff adorned with the bones of dire beasts exhorts power and influence"
"1","7","Golden Bow","Golden_Bow.png","","2.3952095805988","1.6867673102808451","Gold-plated bows wielded by those of high status"
"1","8","Golden Dual Swords","Golden_Dual_Swords.png","dual","2","1.408450704225352","Dual swords favored by the most degen tribes endlessly searching for the highest yields"
"1","9","Golden Lance","Golden_Lance.png","","2","1.408450704225352","Lances dripping with gold leaf lull opponents into a false sense of security"
"1","10","Golden Longsword","Golden_Longsword.png","","3","2.112676056338028","A golden blade wielded by someone of high status; or someone who cut them down for it"
"1","11","Golden Staff","Golden_Staff.png","","1","0.704225352112676","A gold-plated staff passed down through generations now serves as a symbol of diplomacy"
"1","12","Green Dual Swords","Green_Dual_Swords.png","dual","5","3.5211267605633805","Dual swords favored by the most degen tribes endlessly searching for the highest yields"
"1","13","Ice Lance","Ice_Lance.png","","4","2.816901408450704","Songs of old told of weapons made of unbreakable, never-melting ice, carried by elite soldiers"
"1","14","Jade Staff","Jade_Staff.png","","3","2.112676056338028","Only the finest tribes of artisans ever possessed the ability to craft such opulent weapons"
"1","15","Left Quartz Sword","Left_Quartz_Sword.png","quartz","8","5.633802816901408","Elves possess unparalleled quartz craftsmanship, through which they imbue their weapons with eternal sharpness"
"1","16","Red Dual Swords","Red_Dual_Swords.png","dual","5","3.5211267605633805","Dual swords favored by the most degen tribes endlessly searching for the highest yields"
"1","17","Red Longsword","Red_Longsword.png","","3","2.112676056338028","An ominous blade that shimmers with imbued power and incantation"
"1","18","Right Quartz Sword","Right_Quartz_Sword.png","quartz","8","5.633802816901408","Elves possess unparalleled quartz craftsmanship, through which they imbue their weapons with eternal sharpness"
"2","0","Blue","Blue.png","","25","29.41176470588235","Elves whose kin have been exposed to the deep blue waters of the Sea of Liquidity bear a blue tinge"
"2","1","Light","Light.png","","15","17.647058823529413","The icy peaks of the Bearish Mountains are said to be home to Elfis whose skin is paler than snow"
"2","2","Pale","Pale.png","","10","11.764705882352942","The skin of Elfis whose generations have spent their time among the trees of the Forests of Yield has become green"
"2","3","Pink","Pink.png","","25","29.41176470588235","Exposure to the red arid soil of the Bullish Valleys has made the skin of each new generation become slightly more pink"
"2","4","Red","Red.png","","5","5.882352941176471","Red Elves are believed to be descendants of the Ancestral Degens, whose skin was tempered by the fiery forges of the Degen Inferno"
"2","5","Yellow","Yellow.png","","5","5.882352941176471","Yellow elves are believed to be descendants of the Ancient Proposers, whose rules of governance still guide to this day"
"3","0","None","none","none","2","1.1111111111111112","Some elves shun the moral rigitude of society in favor of being one with nature"
"3","1","Blue Blouse","Blue_Blouse.png","","3.5","1.9444444444444444","Clothes worn by nobility on diplomatic events. Blue represents liquidity and mastery of diplomacy"
"3","2","Blue Breastplate","Blue_Breastplate.png","","3","1.6666666666666667","Full-body armor made of magical quartz. Movement is somewhat restricted, but it’s highly protective against Degen magics"
"3","3","Blue Cape","Blue_Cape.png","","15","8.333333333333334","Ritualistic attire comes to life as individual facets intertwine both moonlight and campfire"
"3","4","Blue Robes","Blue_Robes.png","","5","2.7777777777777777","Made from a fabric of magically-treated quartz, these robes are said to amplify their wearer’s magical output"
"3","5","Blue Uniform","Blue_Uniform.png","","20","11.11111111111111","Light clothing, good for fast travel. Its blue color is obtained from Liquidity Flowers, found near all kinds of shores"
"3","6","Dark Exoskeleton","Dark_Exoskeleton.png","","4","2.2222222222222223","A hardened exoskeleton of armor readies you for battle. You feel empowered and weightless."
"3","7","Dark Panoply","Dark_Panoply.png","","2","1.1111111111111112","This quartz-infused suit hardens you for battle. You feel lighter when wearing it."
"3","8","Dark Straps","Dark_Straps.png","","10","5.555555555555555","Dark straps provide flexibility and function for all kinds of tasks, both day and night"
